#,Customer Name,Branch,Zone,September,October,November
8542,,Bakaaro,Yaaqshiid,19,19,18
8543,,Bakaaro,Yaaqshiid,8,7,7
8544,,Bakaaro,Yaaqshiid,12,22,22
8545,,Bakaaro,Yaaqshiid,21,15,13
8546,,Bakaaro,Yaaqshiid,6,3,5
8547,,Bakaaro,Yaaqshiid,68,20,34
8548,,Bakaaro,Yaaqshiid,6,7,5
8549,,Bakaaro,Yaaqshiid,12,15,13
8594,,Bakaaro,Yaaqshiid,12,15,14
8595,,Bakaaro,Yaaqshiid,15,15,20
8596,,Bakaaro,Yaaqshiid,1,0,0
8655,,Bakaaro,Yaaqshiid,10,9,8
8656,,Bakaaro,Yaaqshiid,20,20,21
8657,,Bakaaro,Yaaqshiid,5,4,4
8700,,Bakaaro,Yaaqshiid,22,19,19
8701,,Bakaaro,Yaaqshiid,12,12,15
8702,,Bakaaro,Yaaqshiid,7,5,6
8753,,Bakaaro,Yaaqshiid,17,19,16
8754,,Bakaaro,Yaaqshiid,6,5,12
8755,,Bakaaro,Yaaqshiid,9,7,6
8756,,Bakaaro,Yaaqshiid,8,15,9
8757,,Bakaaro,Yaaqshiid,7,7,8
8783,,Bakaaro,Yaaqshiid,7,7,7
8784,,Bakaaro,Yaaqshiid,20,20,23
8785,,Bakaaro,Yaaqshiid,0,1,2
8786,,Bakaaro,Yaaqshiid,5,6,7
8787,,Bakaaro,Yaaqshiid,9,6,10
8898,,Bakaaro,Yaaqshiid,2,2,2
8899,,Bakaaro,Yaaqshiid,4,5,4
8900,,Bakaaro,Yaaqshiid,15,15,15
8901,,Bakaaro,Yaaqshiid,0,0,0
8902,,Bakaaro,Yaaqshiid,19,12,9
8903,,Bakaaro,Yaaqshiid,1,1,1
8929,,Bakaaro,Yaaqshiid,26,20,16
8930,,Bakaaro,Yaaqshiid,1,1,1
8931,,Bakaaro,Yaaqshiid,17,16,8
8982,,Bakaaro,Yaaqshiid,7,8,9
9054,,Bakaaro,Yaaqshiid,11,12,10
9055,,Bakaaro,Yaaqshiid,2,2,3
9056,,Bakaaro,Yaaqshiid,10,4,2
9057,,Bakaaro,Yaaqshiid,15,14,14
9083,,Bakaaro,Yaaqshiid,6,6,6
9099,,Bakaaro,Yaaqshiid,25,10,15
9100,,Bakaaro,Yaaqshiid,2,4,2
9101,,Bakaaro,Yaaqshiid,6,9,7
9102,,Bakaaro,Yaaqshiid,6,6,6
9124,,Bakaaro,Yaaqshiid,17,18,23
9125,,Bakaaro,Yaaqshiid,1,1,1
9150,,Bakaaro,Yaaqshiid,20,14,20
9188,,Bakaaro,Yaaqshiid,5,4,10
9189,,Bakaaro,Yaaqshiid,11,11,11
9190,,Bakaaro,Yaaqshiid,8,10,10
9205,,Bakaaro,Yaaqshiid,12,12,15
9206,,Bakaaro,Yaaqshiid,7,7,7
9229,,Bakaaro,Yaaqshiid,38,29,53
9241,,Bakaaro,Yaaqshiid,0,1,1
9242,,Bakaaro,Yaaqshiid,15,16,14
9272,,Bakaaro,Yaaqshiid,15,11,12
9323,,Bakaaro,Yaaqshiid,1,1,3
9326,,Bakaaro,Yaaqshiid,1,3,2
9340,,Bakaaro,Yaaqshiid,10,7,10
9341,,Bakaaro,Yaaqshiid,20,19,25
9342,,Bakaaro,Yaaqshiid,3,3,3
9363,,Bakaaro,Yaaqshiid,12,15,20
9373,,Bakaaro,Yaaqshiid,6,5,7
9390,,Bakaaro,Yaaqshiid,30,30,32
9422,,Bakaaro,Yaaqshiid,15,14,12
9423,,Bakaaro,Yaaqshiid,7,5,18
9433,,Bakaaro,Yaaqshiid,3,4,5
9446,,Bakaaro,Yaaqshiid,23,29,31
9447,,Bakaaro,Yaaqshiid,10,17,16
9463,,Bakaaro,Yaaqshiid,20,22,25
9478,,Bakaaro,Yaaqshiid,8,8,10
9502,,Bakaaro,Yaaqshiid,4,2,3
9503,,Bakaaro,Yaaqshiid,10,13,18
9533,,Bakaaro,Yaaqshiid,9,3,9
9534,,Bakaaro,Yaaqshiid,0,0,0
9555,,Bakaaro,Yaaqshiid,2,2,2
9556,,Bakaaro,Yaaqshiid,13,6,6
9574,,Bakaaro,Yaaqshiid,4,5,6
9575,,Bakaaro,Yaaqshiid,23,24,24
9589,,Bakaaro,Yaaqshiid,18,17,22
9590,,Bakaaro,Yaaqshiid,7,2,1
9596,,Bakaaro,Yaaqshiid,25,25,25
9671,,Bakaaro,Yaaqshiid,14,23,25
9691,,Bakaaro,Yaaqshiid,13,12,15
9739,,Bakaaro,Yaaqshiid,2,2,3
9748,,Bakaaro,Yaaqshiid,14,12,14
9777,,Bakaaro,Yaaqshiid,2,8,9
9806,,Bakaaro,Yaaqshiid,26,16,15
9815,,Bakaaro,Yaaqshiid,13,12,20
9836,,Bakaaro,Yaaqshiid,8,10,9
9840,,Bakaaro,Yaaqshiid,3,4,2
9861,,Bakaaro,Yaaqshiid,5,4,7
9872,,Bakaaro,Yaaqshiid,8,4,1
9918,,Bakaaro,Yaaqshiid,10,12,14
9938,,Bakaaro,Yaaqshiid,4,4,8
9943,,Bakaaro,Yaaqshiid,2,8,9
9946,,Bakaaro,Yaaqshiid,7,5,7
9951,,Bakaaro,Yaaqshiid,10,11,9
9955,,Bakaaro,Yaaqshiid,22,20,22
10001,,Bakaaro,Yaaqshiid,77,70,52
10028,,Bakaaro,Yaaqshiid,3,4,5
10048,,Bakaaro,Yaaqshiid,3,3,3
10063,,Bakaaro,Yaaqshiid,8,8,7
10068,,Bakaaro,Yaaqshiid,10,8,7
10093,,Bakaaro,Yaaqshiid,12,24,3
10097,,Bakaaro,Yaaqshiid,16,24,17
10116,,Bakaaro,Yaaqshiid,16,18,16
10118,,Bakaaro,Yaaqshiid,1,0,0
10151,,Bakaaro,Yaaqshiid,0,0,3
10202,,Bakaaro,Yaaqshiid,3,8,6
10203,,Bakaaro,Yaaqshiid,1,2,1
10219,,Bakaaro,Yaaqshiid,4,3,3
10220,,Bakaaro,Yaaqshiid,3,1,1
10231,,Bakaaro,Yaaqshiid,5,7,6
10232,,Bakaaro,Yaaqshiid,5,4,7
10276,,Bakaaro,Yaaqshiid,83,0,0
10286,,Bakaaro,Yaaqshiid,11,10,11
10945,,Bakaaro,Yaaqshiid,0,6,3
10946,,Bakaaro,Yaaqshiid,0,6,3
10947,,Bakaaro,Yaaqshiid,0,10,7
10948,,Bakaaro,Yaaqshiid,0,2,1
10949,,Bakaaro,Yaaqshiid,0,6,3
10950,,Bakaaro,Yaaqshiid,0,6,14
10951,,Bakaaro,Yaaqshiid,0,5,1
10952,,Bakaaro,Yaaqshiid,0,3,5
10953,,Bakaaro,Yaaqshiid,0,10,5
10954,,Bakaaro,Yaaqshiid,0,4,3
10955,,Bakaaro,Yaaqshiid,0,9,5
10956,,Bakaaro,Yaaqshiid,0,12,10
10957,,Bakaaro,Yaaqshiid,0,3,1
10958,,Bakaaro,Yaaqshiid,0,11,10
10959,,Bakaaro,Yaaqshiid,0,7,9
10960,,Bakaaro,Yaaqshiid,0,5,4
10961,,Bakaaro,Yaaqshiid,0,3,1
10989,,Bakaaro,Yaaqshiid,0,12,4
10990,,Bakaaro,Yaaqshiid,0,3,4
11048,,Bakaaro,Yaaqshiid,0,0,8
,,,,,,
1,,Hodan,Seebiyaano ,3,3,2
2,,Hodan,Seebiyaano ,10,10,10
6,,Hodan,Seebiyaano ,14,14,15
7,,Hodan,Seebiyaano ,9,13,7
8,,Hodan,Seebiyaano ,10,12,14
12,,Hodan,Seebiyaano ,0,0,0
13,,Hodan,Seebiyaano ,12,10,10
14,,Hodan,Seebiyaano ,7,7,8
15,,Hodan,Seebiyaano ,2,2,9
16,,Hodan,Seebiyaano ,2,2,2
17,,Hodan,Seebiyaano ,7,9,6
18,,Hodan,Seebiyaano ,3,2,2
19,,Hodan,Seebiyaano ,25,25,23
20,,Hodan,Seebiyaano ,7,5,5
21,,Hodan,Seebiyaano ,1,1,1
22,,Hodan,Seebiyaano ,4,0,0
23,,Hodan,Seebiyaano ,2,5,5
24,,Hodan,Seebiyaano ,12,10,13
25,,Hodan,Seebiyaano ,1,2,2
26,,Hodan,Seebiyaano ,6,4,7
27,,Hodan,Seebiyaano ,9,10,5
28,,Hodan,Seebiyaano ,1,1,1
29,,Hodan,Seebiyaano ,6,4,4
30,,Hodan,Seebiyaano ,5,5,4
31,,Hodan,Seebiyaano ,5,2,2
32,,Hodan,Seebiyaano ,2,1,2
33,,Hodan,Seebiyaano ,6,5,6
34,,Hodan,Seebiyaano ,6,8,4
35,,Hodan,Seebiyaano ,27,20,24
36,,Hodan,Seebiyaano ,0,1,1
37,,Hodan,Seebiyaano ,2,2,1
38,,Hodan,Seebiyaano ,4,4,3
39,,Hodan,Seebiyaano ,11,9,10
40,,Hodan,Seebiyaano ,69,111,155
41,,Hodan,Seebiyaano ,5,3,4
42,,Hodan,Seebiyaano ,6,8,9
43,,Hodan,Seebiyaano ,1,10,14
44,,Hodan,Seebiyaano ,22,23,32
45,,Hodan,Seebiyaano ,5,6,5
46,,Hodan,Seebiyaano ,8,7,7
47,,Hodan,Seebiyaano ,8,2,4
48,,Hodan,Seebiyaano ,8,8,2
49,,Hodan,Seebiyaano ,1,1,1
50,,Hodan,Seebiyaano ,8,2,3
51,,Hodan,Seebiyaano ,10,15,20
52,,Hodan,Seebiyaano ,11,10,9
53,,Hodan,Seebiyaano ,30,42,47
54,,Hodan,Seebiyaano ,13,11,9
55,,Hodan,Seebiyaano ,21,12,13
56,,Hodan,Seebiyaano ,8,7,5
57,,Hodan,Seebiyaano ,8,4,7
58,,Hodan,Seebiyaano ,6,6,8
59,,Hodan,Seebiyaano ,0,0,0
60,,Hodan,Seebiyaano ,10,11,10
61,,Hodan,Seebiyaano ,7,5,5
62,,Hodan,Seebiyaano ,19,15,15
63,,Hodan,Seebiyaano ,4,5,6
64,,Hodan,Seebiyaano ,7,9,8
65,,Hodan,Seebiyaano ,10,8,8
66,,Hodan,Seebiyaano ,1,1,1
67,,Hodan,Seebiyaano ,21,22,20
68,,Hodan,Seebiyaano ,33,36,33
69,,Hodan,Seebiyaano ,12,11,9
70,,Hodan,Seebiyaano ,0,8,11
71,,Hodan,Seebiyaano ,16,7,11
72,,Hodan,Seebiyaano ,3,3,2
73,,Hodan,Seebiyaano ,3,4,2
74,,Hodan,Seebiyaano ,20,18,16
75,,Hodan,Seebiyaano ,5,4,3
76,,Hodan,Seebiyaano ,9,8,8
77,,Hodan,Seebiyaano ,7,6,6
78,,Hodan,Seebiyaano ,8,8,9
79,,Hodan,Seebiyaano ,0,0,0
80,,Hodan,Seebiyaano ,13,13,11
81,,Hodan,Seebiyaano ,14,14,16
82,,Hodan,Seebiyaano ,23,27,20
83,,Hodan,Seebiyaano ,19,22,20
84,,Hodan,Seebiyaano ,12,12,15
85,,Hodan,Seebiyaano ,8,7,8
86,,Hodan,Seebiyaano ,29,30,40
87,,Hodan,Seebiyaano ,3,3,2
88,,Hodan,Seebiyaano ,13,14,13
89,,Hodan,Seebiyaano ,15,12,14
90,,Hodan,Seebiyaano ,6,4,5
91,,Hodan,Seebiyaano ,7,5,5
92,,Hodan,Seebiyaano ,10,7,8
93,,Hodan,Seebiyaano ,7,6,7
94,,Hodan,Seebiyaano ,13,13,13
95,,Hodan,Seebiyaano ,1,0,1
96,,Hodan,Seebiyaano ,3,3,4
97,,Hodan,Seebiyaano ,2,3,2
98,,Hodan,Seebiyaano ,4,4,4
99,,Hodan,Seebiyaano ,6,5,5
100,,Hodan,Seebiyaano ,4,6,4
101,,Hodan,Seebiyaano ,2,2,2
102,,Hodan,Seebiyaano ,5,9,9
103,,Hodan,Seebiyaano ,7,7,5
104,,Hodan,Seebiyaano ,1,2,4
105,,Hodan,Seebiyaano ,1,2,3
106,,Hodan,Seebiyaano ,1,1,1
107,,Hodan,Seebiyaano ,2,3,2
108,,Hodan,Seebiyaano ,12,9,9
109,,Hodan,Seebiyaano ,15,20,15
110,,Hodan,Seebiyaano ,14,7,6
111,,Hodan,Seebiyaano ,11,20,2
112,,Hodan,Seebiyaano ,1,2,3
113,,Hodan,Seebiyaano ,21,26,17
114,,Hodan,Seebiyaano ,4,3,3
115,,Hodan,Seebiyaano ,53,54,51
116,,Hodan,Seebiyaano ,18,18,7
117,,Hodan,Seebiyaano ,9,13,11
118,,Hodan,Seebiyaano ,7,6,3
119,,Hodan,Seebiyaano ,2,4,1
120,,Hodan,Seebiyaano ,4,1,1
121,,Hodan,Seebiyaano ,3,3,3
122,,Hodan,Seebiyaano ,4,3,3
123,,Hodan,Seebiyaano ,3,3,2
124,,Hodan,Seebiyaano ,10,11,10
125,,Hodan,Seebiyaano ,10,8,9
126,,Hodan,Seebiyaano ,3,7,5
127,,Hodan,Seebiyaano ,2,4,4
128,,Hodan,Seebiyaano ,8,7,8
129,,Hodan,Seebiyaano ,12,12,12
130,,Hodan,Seebiyaano ,3,1,2
131,,Hodan,Seebiyaano ,4,10,5
132,,Hodan,Seebiyaano ,9,10,1
133,,Hodan,Seebiyaano ,1,1,2
134,,Hodan,Seebiyaano ,7,6,4
135,,Hodan,Seebiyaano ,5,6,5
136,,Hodan,Seebiyaano ,11,15,12
137,,Hodan,Seebiyaano ,6,6,3
138,,Hodan,Seebiyaano ,5,4,4
139,,Hodan,Seebiyaano ,3,4,17
140,,Hodan,Seebiyaano ,25,5,8
141,,Hodan,Seebiyaano ,14,13,9
142,,Hodan,Seebiyaano ,27,2,10
143,,Hodan,Seebiyaano ,12,11,9
144,,Hodan,Seebiyaano ,14,10,10
410,,Hodan,Seebiyaano ,5,7,7
411,,Hodan,Seebiyaano ,17,21,18
412,,Hodan,Seebiyaano ,15,11,11
413,,Hodan,Seebiyaano ,6,10,9
414,,Hodan,Seebiyaano ,10,10,9
415,,Hodan,Seebiyaano ,11,8,11
416,,Hodan,Seebiyaano ,15,15,13
417,,Hodan,Seebiyaano ,17,7,7
418,,Hodan,Seebiyaano ,3,12,18
419,,Hodan,Seebiyaano ,5,7,3
420,,Hodan,Seebiyaano ,12,17,14
421,,Hodan,Seebiyaano ,49,125,9
422,,Hodan,Seebiyaano ,12,11,8
423,,Hodan,Seebiyaano ,5,8,7
424,,Hodan,Seebiyaano ,3,4,4
425,,Hodan,Seebiyaano ,1,9,8
426,,Hodan,Seebiyaano ,10,22,14
427,,Hodan,Seebiyaano ,1,1,1
428,,Hodan,Seebiyaano ,4,3,2
446,,Hodan,Seebiyaano ,5,6,7
450,,Hodan,Seebiyaano ,43,35,23
451,,Hodan,Seebiyaano ,8,10,9
452,,Hodan,Seebiyaano ,6,5,8
453,,Hodan,Seebiyaano ,21,29,12
454,,Hodan,Seebiyaano ,3,4,4
455,,Hodan,Seebiyaano ,3,3,2
456,,Hodan,Seebiyaano ,10,9,8
457,,Hodan,Seebiyaano ,5,6,4
458,,Hodan,Seebiyaano ,9,10,8
459,,Hodan,Seebiyaano ,8,8,9
460,,Hodan,Seebiyaano ,13,17,18
461,,Hodan,Seebiyaano ,11,12,12
462,,Hodan,Seebiyaano ,1,3,3
463,,Hodan,Seebiyaano ,5,5,4
464,,Hodan,Seebiyaano ,14,19,20
465,,Hodan,Seebiyaano ,3,3,2
466,,Hodan,Seebiyaano ,10,13,6
467,,Hodan,Seebiyaano ,6,8,8
468,,Hodan,Seebiyaano ,11,13,19
469,,Hodan,Seebiyaano ,1,1,1
470,,Hodan,Seebiyaano ,25,26,26
471,,Hodan,Seebiyaano ,13,15,16
472,,Hodan,Seebiyaano ,6,4,5
473,,Hodan,Seebiyaano ,14,13,18
505,,Hodan,Seebiyaano ,25,35,35
506,,Hodan,Seebiyaano ,1,1,1
508,,Hodan,Seebiyaano ,1,1,1
509,,Hodan,Seebiyaano ,18,10,8
510,,Hodan,Seebiyaano ,7,6,5
511,,Hodan,Seebiyaano ,5,5,5
512,,Hodan,Seebiyaano ,8,5,5
513,,Hodan,Seebiyaano ,13,13,9
514,,Hodan,Seebiyaano ,10,10,13
515,,Hodan,Seebiyaano ,2,2,1
516,,Hodan,Seebiyaano ,26,25,24
517,,Hodan,Seebiyaano ,4,4,1
518,,Hodan,Seebiyaano ,16,14,12
519,,Hodan,Seebiyaano ,27,17,23
520,,Hodan,Seebiyaano ,9,8,10
521,,Hodan,Seebiyaano ,1,3,2
522,,Hodan,Seebiyaano ,5,3,6
523,,Hodan,Seebiyaano ,17,15,10
524,,Hodan,Seebiyaano ,30,1,86
525,,Hodan,Seebiyaano ,6,7,6
526,,Hodan,Seebiyaano ,2,1,1
527,,Hodan,Seebiyaano ,1,1,1
540,,Hodan,Seebiyaano ,6,4,5
541,,Hodan,Seebiyaano ,1,3,2
542,,Hodan,Seebiyaano ,18,18,13
543,,Hodan,Seebiyaano ,2,2,2
544,,Hodan,Seebiyaano ,20,20,22
545,,Hodan,Seebiyaano ,11,12,5
546,,Hodan,Seebiyaano ,2,4,4
547,,Hodan,Seebiyaano ,5,5,6
548,,Hodan,Seebiyaano ,17,20,17
549,,Hodan,Seebiyaano ,5,6,5
550,,Hodan,Seebiyaano ,20,15,17
551,,Hodan,Seebiyaano ,45,20,32
552,,Hodan,Seebiyaano ,9,8,7
553,,Hodan,Seebiyaano ,13,13,12
554,,Hodan,Seebiyaano ,4,4,3
555,,Hodan,Seebiyaano ,10,13,12
556,,Hodan,Seebiyaano ,22,36,35
557,,Hodan,Seebiyaano ,0,3,3
558,,Hodan,Seebiyaano ,3,2,3
575,,Hodan,Seebiyaano ,8,8,10
576,,Hodan,Seebiyaano ,4,5,1
577,,Hodan,Seebiyaano ,20,15,20
578,,Hodan,Seebiyaano ,10,10,10
579,,Hodan,Seebiyaano ,7,8,8
580,,Hodan,Seebiyaano ,26,19,4
583,,Hodan,Seebiyaano ,2,2,2
584,,Hodan,Seebiyaano ,5,7,5
585,,Hodan,Seebiyaano ,7,6,8
586,,Hodan,Seebiyaano ,8,14,10
587,,Hodan,Seebiyaano ,17,13,15
588,,Hodan,Seebiyaano ,5,6,4
589,,Hodan,Seebiyaano ,5,6,4
590,,Hodan,Seebiyaano ,4,6,4
591,,Hodan,Seebiyaano ,5,5,7
592,,Hodan,Seebiyaano ,8,7,6
593,,Hodan,Seebiyaano ,170,231,87
594,,Hodan,Seebiyaano ,8,12,9
595,,Hodan,Seebiyaano ,4,0,2
596,,Hodan,Seebiyaano ,9,11,21
597,,Hodan,Seebiyaano ,11,3,10
598,,Hodan,Seebiyaano ,3,3,4
599,,Hodan,Seebiyaano ,14,13,13
600,,Hodan,Seebiyaano ,8,10,8
615,,Hodan,Seebiyaano ,12,15,18
616,,Hodan,Seebiyaano ,8,5,4
617,,Hodan,Seebiyaano ,15,15,15
618,,Hodan,Seebiyaano ,19,15,12
619,,Hodan,Seebiyaano ,5,7,7
620,,Hodan,Seebiyaano ,19,11,18
621,,Hodan,Seebiyaano ,8,9,9
622,,Hodan,Seebiyaano ,13,15,13
627,,Hodan,Seebiyaano ,4,4,3
628,,Hodan,Seebiyaano ,10,3,3
629,,Hodan,Seebiyaano ,13,12,4
630,,Hodan,Seebiyaano ,6,9,8
631,,Hodan,Seebiyaano ,21,18,16
632,,Hodan,Seebiyaano ,27,24,25
633,,Hodan,Seebiyaano ,5,6,7
634,,Hodan,Seebiyaano ,3,3,5
635,,Hodan,Seebiyaano ,58,89,70
636,,Hodan,Seebiyaano ,6,8,7
637,,Hodan,Seebiyaano ,9,8,10
638,,Hodan,Seebiyaano ,11,5,1
639,,Hodan,Seebiyaano ,11,11,11
640,,Hodan,Seebiyaano ,1,1,1
641,,Hodan,Seebiyaano ,2,5,4
642,,Hodan,Seebiyaano ,8,7,6
651,,Hodan,Seebiyaano ,11,10,10
652,,Hodan,Seebiyaano ,3,4,4
653,,Hodan,Seebiyaano ,10,8,9
654,,Hodan,Seebiyaano ,7,7,7
655,,Hodan,Seebiyaano ,13,11,14
657,,Hodan,Seebiyaano ,15,20,15
658,,Hodan,Seebiyaano ,8,6,5
662,,Hodan,Seebiyaano ,7,6,5
663,,Hodan,Seebiyaano ,17,14,20
664,,Hodan,Seebiyaano ,14,12,13
665,,Hodan,Seebiyaano ,4.8,10,11
666,,Hodan,Seebiyaano ,18,15,15
667,,Hodan,Seebiyaano ,13,11,11
668,,Hodan,Seebiyaano ,20,24,19
669,,Hodan,Seebiyaano ,5,7,7
672,,Hodan,Seebiyaano ,16,13,12
673,,Hodan,Seebiyaano ,4,12,7
674,,Hodan,Seebiyaano ,10,10,10
675,,Hodan,Seebiyaano ,29,22,26
677,,Hodan,Seebiyaano ,6,14,15
678,,Hodan,Seebiyaano ,13,14,14
680,,Hodan,Seebiyaano ,10,10,5
685,,Hodan,Seebiyaano ,8,8,8
686,,Hodan,Seebiyaano ,25,22,20
687,,Hodan,Seebiyaano ,11,10,12
691,,Hodan,Seebiyaano ,12,8,15
693,,Hodan,Seebiyaano ,15,25,25
694,,Hodan,Seebiyaano ,14,14,15
697,,Hodan,Seebiyaano ,6,7,5
698,,Hodan,Seebiyaano ,10,10,11
699,,Hodan,Seebiyaano ,7,7,6
700,,Hodan,Seebiyaano ,4,3,4
701,,Hodan,Seebiyaano ,25,26,26
702,,Hodan,Seebiyaano ,20,16,15
703,,Hodan,Seebiyaano ,7,7,7
704,,Hodan,Seebiyaano ,10,10,8
705,,Hodan,Seebiyaano ,13,9,14
708,,Hodan,Seebiyaano ,6,11,8
709,,Hodan,Seebiyaano ,3,4,3
710,,Hodan,Seebiyaano ,52,37,33
711,,Hodan,Seebiyaano ,13,11,10
715,,Hodan,Seebiyaano ,3,2,3
716,,Hodan,Seebiyaano ,8,8,9
717,,Hodan,Seebiyaano ,2,1,1
720,,Hodan,Seebiyaano ,10,13,15
721,,Hodan,Seebiyaano ,63,69,135
722,,Hodan,Seebiyaano ,7,7,5
723,,Hodan,Seebiyaano ,15,16,15
724,,Hodan,Seebiyaano ,1,1,3
727,,Hodan,Seebiyaano ,27,16,31
728,,Hodan,Seebiyaano ,3,4,5
729,,Hodan,Seebiyaano ,8,7,5
730,,Hodan,Seebiyaano ,0,18,20
731,,Hodan,Seebiyaano ,6,6,6
732,,Hodan,Seebiyaano ,28,31,40
733,,Hodan,Seebiyaano ,22,26,30
734,,Hodan,Seebiyaano ,5,5,4
735,,Hodan,Seebiyaano ,8,10,0
738,,Hodan,Seebiyaano ,17,20,17
739,,Hodan,Seebiyaano ,14,12,13
740,,Hodan,Seebiyaano ,15,12,10
741,,Hodan,Seebiyaano ,9,13,11
742,,Hodan,Seebiyaano ,8,8,8
744,,Hodan,Seebiyaano ,2,2,1
745,,Hodan,Seebiyaano ,14,13,16
746,,Hodan,Seebiyaano ,14,16,12
747,,Hodan,Seebiyaano ,20,15,15
748,,Hodan,Seebiyaano ,8,5,5
750,,Hodan,Seebiyaano ,13,9,13
751,,Hodan,Seebiyaano ,21,20,16
752,,Hodan,Seebiyaano ,6,6,5
753,,Hodan,Seebiyaano ,78,78,75
754,,Hodan,Seebiyaano ,8,9,10
755,,Hodan,Seebiyaano ,13,12,10
756,,Hodan,Seebiyaano ,6,2,8
757,,Hodan,Seebiyaano ,5,5,5
758,,Hodan,Seebiyaano ,5,6,3
759,,Hodan,Seebiyaano ,3,5,4
760,,Hodan,Seebiyaano ,1,1,2
761,,Hodan,Seebiyaano ,12,8,8
762,,Hodan,Seebiyaano ,10,11,10
764,,Hodan,Seebiyaano ,3,7,7
767,,Hodan,Seebiyaano ,19,17,14
768,,Hodan,Seebiyaano ,3,3,4
770,,Hodan,Seebiyaano ,8,7,6
772,,Hodan,Seebiyaano ,11,12,10
773,,Hodan,Seebiyaano ,17,15,2
774,,Hodan,Seebiyaano ,6,4,4
775,,Hodan,Seebiyaano ,71,68,73
777,,Hodan,Seebiyaano ,13,13,9
779,,Hodan,Seebiyaano ,25,10,10
780,,Hodan,Seebiyaano ,7,5,7
781,,Hodan,Seebiyaano ,11,14,13
782,,Hodan,Seebiyaano ,19,7,10
783,,Hodan,Seebiyaano ,13,19,15
784,,Hodan,Seebiyaano ,13,14,11
786,,Hodan,Seebiyaano ,20,22,20
787,,Hodan,Seebiyaano ,18,19,12
792,,Hodan,Seebiyaano ,10,10,9
793,,Hodan,Seebiyaano ,7,6,4
794,,Hodan,Seebiyaano ,4,2,0
795,,Hodan,Seebiyaano ,1,1,1
796,,Hodan,Seebiyaano ,66,70,59
797,,Hodan,Seebiyaano ,14,5,6
3,,Hodan,Zope,6,3,6
4,,Hodan,Zope,9,10,7
5,,Hodan,Zope,14,20,20
9,,Hodan,Zope,10,8,10
10,,Hodan,Zope,10,8,10
11,,Hodan,Zope,13,14,14
145,,Hodan,Zope,6,6,4
146,,Hodan,Zope,6,7,8
147,,Hodan,Zope,4,3,4
148,,Hodan,Zope,10,2,9
149,,Hodan,Zope,7,7,8
150,,Hodan,Zope,4,3,3
151,,Hodan,Zope,2,2,3
152,,Hodan,Zope,10,10,10
153,,Hodan,Zope,5,7,4
154,,Hodan,Zope,30,21,24
155,,Hodan,Zope,5,5,7
156,,Hodan,Zope,2,2,2
157,,Hodan,Zope,3,6,11
158,,Hodan,Zope,4,5,6
159,,Hodan,Zope,10,16,6
160,,Hodan,Zope,3,3,3
161,,Hodan,Zope,16,7,9
162,,Hodan,Zope,5,8,7
163,,Hodan,Zope,2,2,2
164,,Hodan,Zope,7,5,3
165,,Hodan,Zope,2,2,3
166,,Hodan,Zope,11,10,10
167,,Hodan,Zope,7,5,8
168,,Hodan,Zope,6,8,10
169,,Hodan,Zope,11,13,11
170,,Hodan,Zope,8,7,11
171,,Hodan,Zope,11,11,13
172,,Hodan,Zope,1,1,1
173,,Hodan,Zope,4,1,27
174,,Hodan,Zope,10,11,10
175,,Hodan,Zope,8,7,9
176,,Hodan,Zope,10,13,11
177,,Hodan,Zope,4,6,8
178,,Hodan,Zope,5,5,5
179,,Hodan,Zope,11,12,12
180,,Hodan,Zope,3,2,2
181,,Hodan,Zope,4,4,4
182,,Hodan,Zope,9,7,8
183,,Hodan,Zope,8,10,27
184,,Hodan,Zope,19,19,21
185,,Hodan,Zope,9,10,9
186,,Hodan,Zope,9,10,11
187,,Hodan,Zope,6,6,10
188,,Hodan,Zope,2,3,3
189,,Hodan,Zope,3,6,6
190,,Hodan,Zope,6,9,8
191,,Hodan,Zope,3,2,5
192,,Hodan,Zope,3,3,4
193,,Hodan,Zope,10,6,9
194,,Hodan,Zope,3,2,2
195,,Hodan,Zope,3,3,4
196,,Hodan,Zope,6,6,6
197,,Hodan,Zope,7,5,3
198,,Hodan,Zope,4,3,3
199,,Hodan,Zope,8,5,5
200,,Hodan,Zope,7,8,8
201,,Hodan,Zope,17,14,13
202,,Hodan,Zope,4,3,4
203,,Hodan,Zope,3,3,6
204,,Hodan,Zope,5,5,7
205,,Hodan,Zope,1,7,6
206,,Hodan,Zope,9,8,9
207,,Hodan,Zope,3,3,3
208,,Hodan,Zope,0,0,0
209,,Hodan,Zope,0,1,0
210,,Hodan,Zope,1,5,5
211,,Hodan,Zope,4,3,4
212,,Hodan,Zope,3,3,4
213,,Hodan,Zope,9,7,7
214,,Hodan,Zope,1,2,1
215,,Hodan,Zope,5,11,13
216,,Hodan,Zope,7,6,5
217,,Hodan,Zope,2,2,2
218,,Hodan,Zope,5,3,4
219,,Hodan,Zope,8,8,5
220,,Hodan,Zope,3,3,3
221,,Hodan,Zope,4,4,4
222,,Hodan,Zope,0,0,0
223,,Hodan,Zope,14,15,16
224,,Hodan,Zope,9,8,12
225,,Hodan,Zope,7,9,7
226,,Hodan,Zope,11,10,11
227,,Hodan,Zope,6,6,6
228,,Hodan,Zope,7,9,8
229,,Hodan,Zope,8,6,8
230,,Hodan,Zope,3,3,3
231,,Hodan,Zope,6,6,8
232,,Hodan,Zope,17,15,7
233,,Hodan,Zope,8,8,9
234,,Hodan,Zope,8,10,6
